author_type,url,floor,floors_count,rooms_count,total_meters,price,underground
real_estate_agent,https://www.cian.ru/sale/flat/306837240/,5,6,2,94.0,99000000.0,Новокузнецкая
real_estate_agent,https://www.cian.ru/sale/flat/304027788/,4,5,2,41.0,18950000.0,Рижская
developer,https://rostov.cian.ru/sale/flat/291068078/,2,10,2,43.53,9289302.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/308179318/,10,12,2,65.0,17200000.0,
real_estate_agent,https://www.cian.ru/sale/flat/308307376/,1,9,2,48.0,14900000.0,Нахимовский проспект
developer,https://www.cian.ru/sale/flat/302838489/,8,13,2,64.0,37645480.0,Дубровка
real_estate_agent,https://sochi.cian.ru/sale/flat/308159418/,3,6,1,52.0,20360000.0,
real_estate_agent,https://www.cian.ru/sale/flat/308907514/,10,19,1,60.0,27500000.0,Народное Ополчение
developer,https://ekb.cian.ru/sale/flat/298221157/,3,9,1,55.0,18788500.0,Динамо
real_estate_agent,https://sochi.cian.ru/sale/flat/308179200/,3,6,1,47.3,18120000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/308792977/,17,20,2,65.0,16800000.0,
real_estate_agent,https://www.cian.ru/sale/flat/307958485/,11,21,2,80.0,46400000.0,Раменки
developer,https://kazan.cian.ru/sale/flat/308452045/,4,20,1,27.3,8593358.0,Аметьево
real_estate_agent,https://www.cian.ru/sale/flat/302534155/,2,8,2,77.2,110000000.0,Новокузнецкая
real_estate_agent,https://www.cian.ru/sale/flat/307306069/,31,37,2,61.0,35490000.0,Калужская
representative_developer,https://kaliningrad.cian.ru/sale/flat/308136561/,2,4,1,29.45,10560000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/308179099/,15,21,2,76.0,20000000.0,
real_estate_agent,https://www.cian.ru/sale/flat/308525819/,22,22,1,19.4,8380000.0,Юго-Западная
real_estate_agent,https://www.cian.ru/sale/flat/307680453/,7,36,2,84.3,57000000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/298907222/,1,12,2,54.8,14200000.0,Перово
developer,https://ekb.cian.ru/sale/flat/307999546/,10,19,1,31.0,5247900.0,Площадь 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/304963966/,3,12,2,65.6,82000000.0,Ломоносовский проспект
real_estate_agent,https://spb.cian.ru/sale/flat/304295755/,2,8,2,112.8,36660000.0,Петроградская
developer,https://www.cian.ru/sale/flat/308969323/,19,25,2,57.7,24914860.0,Авиамоторная
real_estate_agent,https://spb.cian.ru/sale/flat/298528839/,3,8,2,61.0,35000000.0,Василеостровская
developer,https://ekb.cian.ru/sale/flat/293993893/,13,27,2,61.78,12089000.0,Геологическая
real_estate_agent,https://www.cian.ru/sale/flat/301520504/,2,21,2,116.0,140000000.0,Улица 1905 года
developer,https://ryazan.cian.ru/sale/flat/303065634/,2,16,2,49.4,6031500.0,
real_estate_agent,https://spb.cian.ru/sale/flat/301620868/,4,10,2,64.3,20897500.0,Удельная
real_estate_agent,https://vidnoye.cian.ru/sale/flat/302233308/,4,14,2,53.0,11450000.0,
realtor,https://www.cian.ru/sale/flat/305332515/,31,67,2,51.5,49000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/308852454/,9,12,1,39.0,13500000.0,Тропарёво
real_estate_agent,https://www.cian.ru/sale/flat/290532622/,3,7,2,112.0,85000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/306945307/,21,24,1,40.8,30000000.0,Полежаевская
developer,https://rostov.cian.ru/sale/flat/293511071/,2,25,2,39.4,6170040.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/297792239/,14,17,1,39.0,16000000.0,
real_estate_agent,https://tver.cian.ru/sale/flat/307952490/,1,5,1,35.3,2950000.0,
real_estate_agent,https://www.cian.ru/sale/flat/307100435/,1,16,2,54.0,13800000.0,Ясенево
real_estate_agent,https://www.cian.ru/sale/flat/307400222/,2,6,2,58.0,18500000.0,Тушинская
real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/298701017/,8,8,2,50.0,6500000.0,
real_estate_agent,https://www.cian.ru/sale/flat/306516350/,21,22,1,39.0,11300000.0,Алма-Атинская
developer,https://krasnodar.cian.ru/sale/flat/302609050/,2,22,1,49.7,9825690.0,
real_estate_agent,https://www.cian.ru/sale/flat/308472375/,4,22,2,73.9,38000000.0,Парк Победы
developer,https://www.cian.ru/sale/flat/307196512/,4,20,2,36.0,14260428.0,Коптево
developer,https://penza.cian.ru/sale/flat/296802849/,5,23,2,60.5,7804500.0,
real_estate_agent,https://www.cian.ru/sale/flat/304817239/,10,34,2,64.4,51000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/293718260/,5,6,1,43.0,26900000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/303766765/,4,20,2,76.6,62046000.0,Краснопресненская
developer,https://www.cian.ru/sale/flat/305787512/,40,67,2,73.2,84180000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/306875192/,6,6,2,96.0,257000000.0,Парк Культуры
developer,https://spb.cian.ru/sale/flat/305427246/,3,4,1,36.32,13581865.0,
real_estate_agent,https://mytishchi.cian.ru/sale/flat/306552701/,8,17,1,28.0,8950000.0,
representative_developer,https://odintsovo.cian.ru/sale/flat/302836251/,2,4,2,70.03,12500026.0,
real_estate_agent,https://www.cian.ru/sale/flat/308801170/,13,25,1,38.8,14800000.0,Бульвар Генерала Карбышева
real_estate_agent,https://www.cian.ru/sale/flat/307414383/,15,18,1,38.5,16500000.0,Стрешнево
developer,https://www.cian.ru/sale/flat/293623772/,6,28,1,43.5,17182500.0,Полежаевская
real_estate_agent,https://www.cian.ru/sale/flat/307585490/,17,22,1,43.5,19200000.0,Стрешнево
real_estate_agent,https://www.cian.ru/sale/flat/306378692/,10,24,2,43.0,21000000.0,
real_estate_agent,https://www.cian.ru/sale/flat/302620165/,16,33,2,42.4,21000000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/307504573/,30,44,2,64.9,21500000.0,Трикотажная
realtor,https://www.cian.ru/sale/flat/300511201/,2,12,2,57.0,24300000.0,Молодёжная
real_estate_agent,https://www.cian.ru/sale/flat/305282187/,15,25,2,73.0,25500000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/308618379/,20,21,2,61.9,31000000.0,ЗИЛ
developer,https://www.cian.ru/sale/flat/301460277/,16,39,1,37.2,33428069.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/306826191/,4,4,2,75.7,35900000.0,Марьина Роща
real_estate_agent,https://www.cian.ru/sale/flat/306825825/,2,23,2,74.6,36000000.0,Терехово 
real_estate_agent,https://www.cian.ru/sale/flat/304787082/,5,17,2,49.0,36800000.0,Ленинский проспект
real_estate_agent,https://www.cian.ru/sale/flat/296565916/,4,8,2,65.0,39900000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/308111518/,14,15,2,59.2,43500000.0,Нагатинский Затон
real_estate_agent,https://www.cian.ru/sale/flat/296485274/,2,15,2,74.0,48000000.0,Динамо
real_estate_agent,https://www.cian.ru/sale/flat/308995560/,5,22,2,100.0,77000000.0,Университет
real_estate_agent,https://www.cian.ru/sale/flat/304865144/,3,12,2,66.0,82000000.0,Ломоносовский проспект
developer,https://khotkovo.cian.ru/sale/flat/294351190/,2,9,2,64.5,7617450.0,
real_estate_agent,https://www.cian.ru/sale/flat/308525822/,22,22,1,14.3,8280000.0,Юго-Западная
real_estate_agent,https://www.cian.ru/sale/flat/308100205/,22,22,1,14.3,8280000.0,Юго-Западная
real_estate_agent,https://www.cian.ru/sale/flat/296124514/,22,22,1,17.2,8780000.0,Юго-Западная
real_estate_agent,https://www.cian.ru/sale/flat/308525825/,22,22,1,17.2,8780000.0,Юго-Западная
real_estate_agent,https://www.cian.ru/sale/flat/294621795/,22,22,1,19.4,8880000.0,Юго-Западная
real_estate_agent,https://www.cian.ru/sale/flat/305694039/,22,22,1,19.4,8880000.0,Юго-Западная
real_estate_agent,https://www.cian.ru/sale/flat/308525823/,22,22,1,16.0,8880000.0,Юго-Западная
real_estate_agent,https://www.cian.ru/sale/flat/300171400/,22,22,1,17.2,9110000.0,Юго-Западная
real_estate_agent,https://www.cian.ru/sale/flat/305694241/,22,22,1,20.0,9770000.0,Юго-Западная
developer,https://novosibirsk.cian.ru/sale/flat/284461401/,9,25,2,85.3,14760200.0,Заельцовская
real_estate_agent,https://www.cian.ru/sale/flat/307113976/,4,9,2,45.0,17490000.0,Войковская
real_estate_agent,https://www.cian.ru/sale/flat/308564452/,8,12,2,38.3,18315000.0,Полежаевская
developer,https://www.cian.ru/sale/flat/303506233/,8,28,1,39.7,18464470.0,Нагорная
real_estate_agent,https://www.cian.ru/sale/flat/296060335/,51,53,2,37.4,19500000.0,Мичуринский проспект
real_estate_agent,https://www.cian.ru/sale/flat/307590623/,18,22,1,43.4,19500000.0,Стрешнево
real_estate_agent,https://www.cian.ru/sale/flat/305924959/,4,5,2,53.9,19790000.0,Университет
real_estate_agent,https://www.cian.ru/sale/flat/303789273/,11,34,1,46.4,19990000.0,Воронцовская
real_estate_agent,https://www.cian.ru/sale/flat/308421741/,13,17,2,52.2,19950000.0,Тропарёво
real_estate_agent,https://www.cian.ru/sale/flat/308633321/,7,25,2,62.9,20500000.0,Тушинская
real_estate_agent,https://www.cian.ru/sale/flat/308490659/,12,12,1,42.06,20600000.0,Спартак
real_estate_agent,https://www.cian.ru/sale/flat/308467163/,5,14,2,48.25,21999000.0,Автозаводская
real_estate_agent,https://www.cian.ru/sale/flat/306756745/,18,27,2,60.0,23000000.0,Авиамоторная
realtor,https://www.cian.ru/sale/flat/308178641/,19,24,2,60.0,23200000.0,Бульвар Рокоссовского
real_estate_agent,https://www.cian.ru/sale/flat/304119233/,8,24,2,45.2,23300000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/304298307/,13,24,1,42.9,24000000.0,Полежаевская
real_estate_agent,https://www.cian.ru/sale/flat/308768570/,14,48,1,42.0,24500000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/308567756/,6,12,2,49.9,24740000.0,Багратионовская
realtor,https://www.cian.ru/sale/flat/306101401/,11,24,2,61.4,24990000.0,Отрадное
real_estate_agent,https://www.cian.ru/sale/flat/308803035/,3,8,2,57.7,25499000.0,Вавиловская
real_estate_agent,https://www.cian.ru/sale/flat/299215919/,9,21,2,56.9,28999000.0,Зорге
real_estate_agent,https://www.cian.ru/sale/flat/297359190/,11,20,2,64.0,30000000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/308536828/,14,28,2,67.0,30000000.0,Рабочий посёлок
real_estate_agent,https://www.cian.ru/sale/flat/306867070/,16,36,1,41.1,31500000.0,ЦСКА
real_estate_agent,https://www.cian.ru/sale/flat/306977986/,9,21,1,42.1,31900000.0,Чкаловская
real_estate_agent,https://www.cian.ru/sale/flat/307108276/,1,6,2,58.8,32340000.0,Таганская
real_estate_agent,https://www.cian.ru/sale/flat/288460035/,9,21,2,50.3,32900000.0,Чкаловская
real_estate_agent,https://www.cian.ru/sale/flat/308628895/,14,41,2,49.73,33000000.0,Кутузовская
real_estate_agent,https://www.cian.ru/sale/flat/307145183/,1,10,2,63.5,33900000.0,Фрунзенская
real_estate_agent,https://www.cian.ru/sale/flat/302231767/,9,46,2,49.0,35000000.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/308475472/,7,19,2,77.0,35300000.0,Спартак
realtor,https://www.cian.ru/sale/flat/305248319/,14,40,2,65.6,36500000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/307996388/,2,5,2,60.0,38500000.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/302295108/,10,46,2,58.5,39900000.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/306359685/,3,6,2,82.0,49900000.0,Краснопресненская
real_estate_agent,https://www.cian.ru/sale/flat/300983679/,13,21,2,80.3,52000000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/307935729/,8,10,2,59.7,55000000.0,Таганская
real_estate_agent,https://www.cian.ru/sale/flat/308783020/,35,78,2,83.0,65000000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/303370372/,4,8,1,57.0,68900000.0,Чкаловская
real_estate_agent,https://www.cian.ru/sale/flat/308589364/,38,40,2,115.4,71000000.0,Новые Черёмушки
real_estate_agent,https://www.cian.ru/sale/flat/299558863/,2,4,2,136.6,75000000.0,Тульская
real_estate_agent,https://www.cian.ru/sale/flat/301041042/,3,7,2,70.0,90460000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/305062277/,4,7,2,65.0,94000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/304171712/,16,20,2,90.0,94500000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/305274218/,2,5,2,84.63,139639500.0,Чистые пруды
real_estate_agent,https://www.cian.ru/sale/flat/307660856/,2,6,2,87.0,200100000.0,Спортивная
real_estate_agent,https://sochi.cian.ru/sale/flat/277328404/,4,10,1,24.0,12000000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/308250031/,6,7,2,70.0,18500000.0,
homeowner,https://sochi.cian.ru/sale/flat/308023241/,11,14,2,100.2,85000000.0,
developer,https://ryazan.cian.ru/sale/flat/292410247/,24,25,1,26.21,3275464.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/301286110/,1,3,2,61.2,5501880.0,
realtor,https://khimki.cian.ru/sale/flat/278651048/,5,15,2,37.3,5800000.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/294488165/,2,3,2,67.78,9489200.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/305047333/,15,25,1,48.0,9900000.0,Аметьево
homeowner,https://www.cian.ru/sale/flat/304953935/,3,14,2,52.0,10249000.0,Зеленоград — Крюково
real_estate_agent,https://www.cian.ru/sale/flat/306933992/,2,16,2,54.0,15500000.0,Ясенево
real_estate_agent,https://sochi.cian.ru/sale/flat/283743935/,7,10,2,48.25,17000000.0,
real_estate_agent,https://www.cian.ru/sale/flat/297704043/,15,21,1,36.5,17500000.0,Водный стадион
realtor,https://spb.cian.ru/sale/flat/308861934/,5,6,2,70.0,18250000.0,Площадь Александра Невского
real_estate_agent,https://www.cian.ru/sale/flat/307590621/,18,22,1,43.2,19200000.0,Стрешнево
real_estate_agent,https://www.cian.ru/sale/flat/293861271/,9,45,1,46.3,21000000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/306015204/,1,5,2,58.8,24400000.0,Марксистская
real_estate_agent,https://www.cian.ru/sale/flat/301635513/,6,10,2,54.2,26500000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/302727288/,11,15,2,53.0,30500000.0,Динамо
real_estate_agent,https://www.cian.ru/sale/flat/304780860/,19,25,2,45.7,32000000.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/304167790/,3,6,2,71.4,38500000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/308358535/,19,53,2,75.0,51500000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/302620422/,11,13,2,77.0,64000000.0,Динамо
real_estate_agent,https://www.cian.ru/sale/flat/298824034/,3,5,2,47.8,65000000.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/296106312/,4,7,2,66.1,87015900.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/296106334/,4,7,2,88.4,116583780.0,Арбатская
developer,https://novosibirsk.cian.ru/sale/flat/284461355/,23,25,1,96.8,20424800.0,Заельцовская
homeowner,https://krasnodar.cian.ru/sale/flat/304212326/,4,10,2,54.0,7000000.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/304026992/,4,23,2,51.9,7006500.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/301770092/,5,7,2,36.0,7800000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/308328363/,4,10,1,48.0,9200000.0,Горки
real_estate_agent,https://kazan.cian.ru/sale/flat/255399846/,20,26,2,51.0,9899000.0,Аметьево
real_estate_agent,https://sochi.cian.ru/sale/flat/302078369/,5,7,2,54.3,12600000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/243611953/,5,9,2,54.5,14000000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/296825680/,7,7,2,55.0,14500000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/307005784/,2,4,2,60.4,20135000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/308070067/,5,5,1,54.7,22000000.0,Гостиный двор
real_estate_agent,https://sochi.cian.ru/sale/flat/308459033/,5,18,2,65.0,22750000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/306836188/,7,8,2,55.0,25000000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/297371569/,4,6,2,76.6,37103093.0,Спортивная
real_estate_agent,https://sochi.cian.ru/sale/flat/308404247/,1,3,1,41.2,47000000.0,
developer,https://yaroslavl.cian.ru/sale/flat/292663496/,2,12,1,40.5,4263400.0,
real_estate_agent,https://dmitrov.cian.ru/sale/flat/287505029/,1,4,2,49.6,4550000.0,
developer,https://kemerovo.cian.ru/sale/flat/297062608/,2,12,1,37.4,5049000.0,
real_estate_agent,https://lyubertsy.cian.ru/sale/flat/304851576/,3,14,1,38.8,5900000.0,
developer,https://kemerovo.cian.ru/sale/flat/303572394/,12,15,2,46.5,6975000.0,
real_estate_agent,https://dmitrov.cian.ru/sale/flat/296193586/,1,12,2,54.5,7400000.0,
unknown,https://mahachkala.cian.ru/sale/flat/308521477/,2,3,2,35.5,9400000.0,
developer,https://www.cian.ru/sale/flat/302241111/,12,21,1,38.59,12348506.0,Калитники
developer,https://www.cian.ru/sale/flat/303106303/,2,51,1,37.01,17209650.0,Хорошёвская
realtor,https://www.cian.ru/sale/flat/308083231/,4,13,1,41.1,19950000.0,ЗИЛ
developer,https://www.cian.ru/sale/flat/303106768/,23,51,1,44.29,22942220.0,Хорошёвская
real_estate_agent,https://www.cian.ru/sale/flat/306509259/,23,42,1,41.0,25000000.0,Крымская
